,person,track,datetime,X,Y,accuracy,speed,heading,modality,travday,tripnr,stagenr,purfrom,purto,purpose
302,2420,332541,2014-01-14 16:46:59,4.7969814419,51.5860317952,65,0.0,-1,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
303,2420,332541,2014-01-14 16:47:06,4.79590082517,51.5864694105,30,0.0,-1,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
304,2420,332541,2014-01-14 16:47:09,4.7961920036,51.586398408,10,0.0,-1,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
305,2420,332541,2014-01-14 16:47:34,4.7972864155,51.5876013713,10,21.9223,15,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
306,2420,332541,2014-01-14 16:48:05,4.79766476391,51.5889337597,10,18.4895,358,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
307,2420,332541,2014-01-14 16:48:33,4.79783944642,51.5903174525,10,18.1346,13,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
308,2420,332541,2014-01-14 16:48:44,4.7982247903,51.5910564185,10,22.1069,87,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
309,2420,332541,2014-01-14 16:49:06,4.80050548619,51.5911777209,10,22.6709,82,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
310,2420,332541,2014-01-14 16:49:23,4.8023844545,51.5912240351,10,23.5371,39,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
311,2420,332541,2014-01-14 16:49:45,4.80336917866,51.5924750087,10,28.4374,16,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
312,2420,332541,2014-01-14 16:50:07,4.80434592365,51.5937384207,10,23.9766,16,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
313,2420,332541,2014-01-14 16:50:15,4.8048721526,51.5940797796,10,21.5602,61,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
314,2420,332541,2014-01-14 16:50:35,4.80685539502,51.5947436184,10,23.722,45,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
315,2420,332541,2014-01-14 16:50:49,4.80806017322,51.5950884027,10,18.0,93,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
316,2420,332541,2014-01-14 16:51:03,4.80894206151,51.59520088,10,19.4523,35,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
317,2420,332541,2014-01-14 16:51:05,4.80891602607,51.5953377794,10,22.2919,2,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
318,2420,332541,2014-01-14 16:51:27,4.80944379401,51.5966756527,10,19.5224,34,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
319,2420,332541,2014-01-14 16:51:35,4.81024764876,51.5969077653,30,26.7496,71,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
320,2420,332541,2014-01-14 16:51:38,4.81061602926,51.5969039689,10,26.2807,88,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
321,2420,332541,2014-01-14 16:52:00,4.81289506991,51.5969800155,10,26.7351,80,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
322,2420,332541,2014-01-14 16:52:22,4.81498856389,51.5974084533,10,25.466,74,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
323,2420,332541,2014-01-14 16:52:44,4.81727048684,51.5975913697,10,22.9902,78,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
324,2420,332541,2014-01-14 16:53:04,4.81879575665,51.5977816844,10,18.0037,116,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
325,2420,332541,2014-01-14 16:53:24,4.82092795552,51.5974148347,10,28.3385,87,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
326,2420,332541,2014-01-14 16:53:38,4.8222361908,51.5977120801,10,24.0603,47,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
327,2420,332541,2014-01-14 16:53:45,4.82223628747,51.5980494624,30,24.3752,340,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
328,2420,332541,2014-01-14 16:53:47,4.8220297522,51.5981811101,10,28.2512,332,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
329,2420,332541,2014-01-14 16:54:06,4.82063003869,51.599290577,10,16.9355,339,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
330,2420,332541,2014-01-14 16:54:10,4.82072636912,51.5994913173,10,14.0807,16,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
331,2420,332541,2014-01-14 16:54:14,4.82108092024,51.5996334605,30,29.8841,53,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
332,2420,332541,2014-01-14 16:54:17,4.82142641369,51.5997236563,10,25.4802,65,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
333,2420,332541,2014-01-14 16:54:39,4.82356847087,51.6000597206,10,23.5831,44,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
334,2420,332541,2014-01-14 16:54:41,4.82362214501,51.6001775412,10,23.8684,5,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
335,2420,332541,2014-01-14 16:54:46,4.82347217673,51.6003863618,10,22.4884,304,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
336,2420,332541,2014-01-14 16:54:54,4.82284956165,51.6006676856,10,23.748,23,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
337,2420,332541,2014-01-14 16:55:04,4.8233282248,51.6013271166,10,27.7422,60,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
338,2420,332541,2014-01-14 16:55:10,4.82377370675,51.6015815258,10,24.1776,11,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
339,2420,332541,2014-01-14 16:55:32,4.82443857883,51.6028981393,10,28.2763,47,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
340,2420,332541,2014-01-14 16:55:38,4.82506264093,51.6029834522,10,26.0062,90,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
341,2420,332541,2014-01-14 16:55:59,4.82721029167,51.6027333274,10,23.428,102,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
342,2420,332541,2014-01-14 16:56:23,4.82949559519,51.6027316615,10,20.2544,84,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
343,2420,332541,2014-01-14 16:56:47,4.83184227122,51.6028344275,10,22.2705,77,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
344,2420,332541,2014-01-14 16:57:01,4.83341510997,51.6029274892,10,28.6695,70,2,2014-01-14,2.0,1.0,betaaldwerk,home,EBIKE
