,person,track,datetime,X,Y,accuracy,speed,heading,modality,travday,tripnr,stagenr,purfrom,purto,purpose
1092,2420,355155,2014-01-22 07:58:11,4.95790425851,51.623577968,10,20.8786,307,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1093,2420,355155,2014-01-22 07:58:31,4.95640203667,51.6242881395,10,24.6024,258,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1094,2420,355155,2014-01-22 07:58:49,4.95486637612,51.6238589093,10,22.4507,327,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1095,2420,355155,2014-01-22 07:59:01,4.95425492763,51.6242900632,10,19.5168,253,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1096,2420,355155,2014-01-22 07:59:16,4.95348279008,51.6239408466,10,15.1138,305,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1097,2420,355155,2014-01-22 07:59:19,4.95335189886,51.6240127875,10,21.4379,309,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1098,2420,355155,2014-01-22 07:59:33,4.95215729526,51.6246760483,5,25.7294,305,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1099,2420,355155,2014-01-22 07:59:55,4.95030126859,51.6255595243,10,25.6031,305,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1100,2420,355155,2014-01-22 08:00:17,4.94863651776,51.6265423195,10,23.2942,316,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1101,2420,355155,2014-01-22 08:00:19,4.94844964357,51.6265895964,10,23.4743,280,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1102,2420,355155,2014-01-22 08:00:25,4.94809765275,51.6264287466,10,22.3386,191,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1103,2420,355155,2014-01-22 08:00:39,4.94744611462,51.6256029304,5,23.9324,217,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1104,2420,355155,2014-01-22 08:00:59,4.94608349158,51.6247264115,10,23.0858,249,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1105,2420,355155,2014-01-22 08:01:21,4.94374729104,51.6246060383,10,24.8429,266,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1106,2420,355155,2014-01-22 08:01:43,4.94151971225,51.6243474984,10,25.8929,261,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1107,2420,355155,2014-01-22 08:02:05,4.93930811463,51.6244781885,10,22.9257,280,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1108,2420,355155,2014-01-22 08:02:25,4.93713817794,51.624738446,10,26.7268,283,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1109,2420,355155,2014-01-22 08:02:47,4.93487548321,51.6247740048,10,22.9736,267,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1110,2420,355155,2014-01-22 08:03:09,4.93262179164,51.6247180033,10,24.1267,257,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1111,2420,355155,2014-01-22 08:03:31,4.93042153346,51.6242972844,10,26.1874,255,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1112,2420,355155,2014-01-22 08:03:53,4.92814629632,51.6239664179,10,26.5987,257,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1113,2420,355155,2014-01-22 08:04:15,4.92593855102,51.6236948763,10,21.504,280,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1114,2420,355155,2014-01-22 08:04:18,4.92579297775,51.6237904735,10,17.5399,323,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1115,2420,355155,2014-01-22 08:04:40,4.92437846953,51.624846187,10,21.992,305,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1116,2420,355155,2014-01-22 08:04:54,4.92324623639,51.625255668,10,25.6985,273,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1117,2420,355155,2014-01-22 08:05:11,4.92198025648,51.6252271394,10,13.9307,324,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1118,2420,355155,2014-01-22 08:05:14,4.9219376704,51.6253499804,10,21.0234,355,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1119,2420,355155,2014-01-22 08:05:30,4.92163683402,51.6262638322,10,24.4308,282,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
1120,2420,355155,2014-01-22 08:05:52,4.91933706716,51.6261886244,10,21.8643,263,2,2014-01-22,1.0,1.0,home,betaaldwerk,EBIKE
