,person,track,datetime,X,Y,accuracy,speed,heading,modality,travday,tripnr,stagenr,purfrom,purto,purpose
4346,2420,1451059,2014-09-05 09:47:54,4.93899738721,51.6243513733,10,0.0,-1,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4347,2420,1451059,2014-09-05 09:48:45,4.94101286619,51.6241768962,5,22.7443,87,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4348,2420,1451059,2014-09-05 09:49:01,4.9424861487,51.6244749994,10,23.0434,40,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4349,2420,1451059,2014-09-05 09:49:25,4.94370571049,51.6253538457,10,18.2727,355,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4350,2420,1451059,2014-09-05 09:49:29,4.94360158801,51.625564641,10,18.1788,323,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4351,2420,1451059,2014-09-05 09:49:46,4.94317463864,51.625859948,10,0.290141,255,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4352,2420,1451059,2014-09-05 09:55:59,4.94513390087,51.6264557224,10,20.2317,32,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4353,2420,1451059,2014-09-05 09:56:04,4.94538814912,51.6266680489,10,25.6746,35,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4354,2420,1451059,2014-09-05 09:56:17,4.94625052073,51.6272787771,10,20.8447,81,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4355,2420,1451059,2014-09-05 09:56:21,4.94660505796,51.6271963874,5,23.0211,112,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4356,2420,1451059,2014-09-05 09:56:41,4.94824722356,51.6264268887,5,24.4961,151,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4357,2420,1451059,2014-09-05 09:56:47,4.94867819566,51.6262474175,10,23.4158,105,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4358,2420,1451059,2014-09-05 09:56:57,4.94948328484,51.6258726981,5,25.4025,133,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4359,2420,1451059,2014-09-05 09:57:19,4.95125224544,51.6250658211,5,22.9815,125,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4360,2420,1451059,2014-09-05 09:57:41,4.95302974015,51.6241901019,5,24.9075,132,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4361,2420,1451059,2014-09-05 09:57:50,4.95371851831,51.6239173369,5,15.3972,71,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4362,2420,1451059,2014-09-05 09:58:05,4.95463575141,51.6242865989,10,19.667,134,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4363,2420,1451059,2014-09-05 09:58:07,4.95471935205,51.6241794167,5,21.4558,156,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4364,2420,1451059,2014-09-05 09:58:15,4.95510115112,51.623772464,5,21.3478,117,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4365,2420,1451059,2014-09-05 09:58:17,4.95524673926,51.6237667655,10,21.3172,67,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4366,2420,1451059,2014-09-05 09:58:35,4.95673208014,51.6242404308,10,20.9417,120,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4367,2420,1451059,2014-09-05 09:58:41,4.95714885718,51.6240314153,5,15.0739,133,2,2014-09-05,1.0,1.0,home,sociaal,EBIKE
4368,2420,1451059,2014-09-05 09:59:06,4.95857382633,51.6233073525,5,19.2349,102,2,,,,,,sociaal
4369,2420,1451059,2014-09-05 09:59:08,4.95872299709,51.6233380713,5,20.8898,64,2,,,,,,sociaal
4370,2420,1451059,2014-09-05 09:59:18,4.95938410658,51.6236236762,10,20.1852,102,2,,,,,,sociaal
4371,2420,1451059,2014-09-05 09:59:26,4.9598802296,51.6234384458,5,15.9181,114,2,,,,,,sociaal
