,person,track,datetime,X,Y,accuracy,speed,heading,modality,travday,tripnr,stagenr,purfrom,purto,purpose
3835,2420,1430714,2014-09-02 08:04:43,4.90142140045,51.6205278332,1000,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3836,2420,1430714,2014-09-02 08:05:00,4.89905812637,51.6209612157,221,0.00342461,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3837,2420,1430714,2014-09-02 08:05:01,4.89785640002,51.6212877341,50,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3838,2420,1430714,2014-09-02 08:05:23,4.89566393783,51.6214654893,50,20.9901,240,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3839,2420,1430714,2014-09-02 08:05:26,4.89530421862,51.6213894147,30,22.3354,248,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3840,2420,1430714,2014-09-02 08:05:46,4.89318004553,51.6210033064,30,22.673,248,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3841,2420,1430714,2014-09-02 08:06:25,4.88806025896,51.6215242153,200,22.9072,253,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3842,2420,1430714,2014-09-02 08:06:35,4.88408349107,51.6221570485,162,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3843,2420,1430714,2014-09-02 08:06:37,4.88477189205,51.6207859116,163,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3844,2420,1430714,2014-09-02 08:06:44,4.885731901,51.6201511494,79,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3845,2420,1430714,2014-09-02 08:06:45,4.88584417324,51.6200802912,79,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3846,2420,1430714,2014-09-02 08:07:06,4.88590099827,51.6199510937,79,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3847,2420,1430714,2014-09-02 08:07:29,4.88170062115,51.6186111389,165,0.0,-1,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3848,2420,1430714,2014-09-02 08:07:44,4.87958483925,51.6193983142,30,22.7781,237,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
3849,2420,1430714,2014-09-02 08:07:47,4.88068119843,51.6185505035,10,21.4226,236,2,2014-09-02,1.0,1.0,home,sociaal,EBIKE
