,person,track,datetime,X,Y,accuracy,speed,heading,modality,travday,tripnr,stagenr,purfrom,purto,purpose
24,2420,301756,2014-01-04 00:02:57,4.93976755602,51.6298210477,10,0.0,-1,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
25,2420,301756,2014-01-04 00:03:16,4.94074006541,51.630386778,5,16.028,72,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
26,2420,301756,2014-01-04 00:03:22,4.9412628473,51.630288004,10,20.6272,132,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
27,2420,301756,2014-01-04 00:03:51,4.9426685736,51.6292564621,10,17.0431,135,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
28,2420,301756,2014-01-04 00:04:20,4.94433621209,51.6283292627,10,19.2984,126,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
29,2420,301756,2014-01-04 00:04:49,4.94610730736,51.6275001375,10,18.7094,125,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
30,2420,301756,2014-01-04 00:05:17,4.94776243093,51.626628255,10,18.0556,123,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
31,2420,301756,2014-01-04 00:05:45,4.94964171622,51.6259402514,10,18.1193,124,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
32,2420,301756,2014-01-04 00:05:51,4.94999175756,51.625946019,10,17.3322,63,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
33,2420,301756,2014-01-04 00:06:15,4.95130729346,51.62667793,10,18.0591,122,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
34,2420,301756,2014-01-04 00:06:45,4.9532509445,51.6259599719,10,17.8534,113,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
35,2420,301756,2014-01-04 00:06:48,4.95339003806,51.6258708803,10,17.1487,144,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
36,2420,301756,2014-01-04 00:07:16,4.95487827717,51.6248385099,10,18.9357,151,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
37,2420,301756,2014-01-04 00:07:27,4.95538622069,51.6245132477,10,17.9255,111,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
38,2420,301756,2014-01-04 00:07:33,4.95582842955,51.6245542583,10,18.7322,78,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
39,2420,301756,2014-01-04 00:07:40,4.95626403827,51.6246817064,10,18.8571,70,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
40,2420,301756,2014-01-04 00:07:45,4.95661272953,51.6246458854,10,17.6123,105,2,2014-01-03,4.0,1.0,sociaal,home,EBIKE
41,2420,301756,2014-01-04 00:08:19,4.95806685241,51.6235559224,10,17.0754,127,2,,,,,,home
42,2420,301756,2014-01-04 00:08:28,4.95861109782,51.6233014544,10,17.2452,80,2,,,,,,home
43,2420,301756,2014-01-04 00:08:30,4.95875204675,51.6233282891,10,17.5424,44,2,,,,,,home
44,2420,301756,2014-01-04 00:08:42,4.95943882766,51.6236106756,10,16.9421,85,2,,,,,,home
45,2420,301756,2014-01-04 00:08:45,4.9595943139,51.6235427497,10,16.8001,124,2,,,,,,home
