,person,track,datetime,X,Y,accuracy,speed,heading,modality,travday,tripnr,stagenr,purfrom,purto,purpose
4655,2420,1470699,2014-09-08 17:19:05,4.8111062185,51.5968626949,50,0.0,-1,2,,,,,,betaaldwerk
4656,2420,1470699,2014-09-08 17:19:07,4.81175912764,51.5969456735,30,24.4378,84,2,,,,,,betaaldwerk
4657,2420,1470699,2014-09-08 17:19:08,4.811906083,51.5969251468,10,25.303,82,2,,,,,,betaaldwerk
4658,2420,1470699,2014-09-08 17:19:12,4.81228112164,51.5969641842,5,26.5028,83,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4659,2420,1470699,2014-09-08 17:19:34,4.81443940058,51.5973355783,10,21.6386,75,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4660,2420,1470699,2014-09-08 17:19:54,4.81665607008,51.5974953808,5,25.5717,85,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4661,2420,1470699,2014-09-08 17:20:19,4.81870659499,51.5978702677,10,19.5279,147,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4662,2420,1470699,2014-09-08 17:20:27,4.81930934921,51.5975092357,5,24.4637,123,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4663,2420,1470699,2014-09-08 17:20:39,4.82051213268,51.5973649724,10,26.6808,91,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4664,2420,1470699,2014-09-08 17:20:53,4.82189511383,51.5975370058,10,23.2783,47,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4665,2420,1470699,2014-09-08 17:20:57,4.82208599281,51.5977287197,10,21.0583,7,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
4666,2420,1470699,2014-09-08 17:21:06,4.82184860178,51.598183935,10,24.5828,333,2,2014-09-08,4.0,1.0,betaaldwerk,recreatie,EBIKE
