,person,track,datetime,X,Y,accuracy,speed,heading,modality,travday,tripnr,stagenr,purfrom,purto,purpose
6435,2420,1563696,2014-09-22 19:25:19,4.95358669594,51.6240268746,30,0.0,-1,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6436,2420,1563696,2014-09-22 19:25:21,4.95377457037,51.624003028,10,0.0,-1,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6437,2420,1563696,2014-09-22 19:25:37,4.95304509064,51.6242856378,10,17.068,313,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6438,2420,1563696,2014-09-22 19:26:04,4.95126913552,51.625069267,10,17.527,298,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6439,2420,1563696,2014-09-22 19:26:29,4.94953456537,51.6258868572,10,18.2216,296,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6440,2420,1563696,2014-09-22 19:26:39,4.94892165332,51.6263075552,10,19.2047,330,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6441,2420,1563696,2014-09-22 19:26:45,4.94855323339,51.6265533475,10,19.4969,274,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6442,2420,1563696,2014-09-22 19:26:57,4.94759658084,51.6268233449,10,20.5581,306,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6443,2420,1563696,2014-09-22 19:27:13,4.94656212753,51.6274096067,10,20.0399,347,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6444,2420,1563696,2014-09-22 19:27:16,4.94648963649,51.6275283171,5,19.5584,322,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6445,2420,1563696,2014-09-22 19:27:19,4.94631597601,51.6275314174,10,18.7624,246,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6446,2420,1563696,2014-09-22 19:27:22,4.94610077289,51.627574249,10,18.6962,287,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6447,2420,1563696,2014-09-22 19:27:46,4.944313484,51.6283425552,10,19.909,308,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6448,2420,1563696,2014-09-22 19:27:57,4.94354838701,51.6284840853,10,19.0733,215,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6449,2420,1563696,2014-09-22 19:28:04,4.94326281338,51.6283313448,10,15.9636,258,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
6450,2420,1563696,2014-09-22 19:28:10,4.94284167537,51.6282905353,10,16.6099,225,2,2014-09-22,5.0,1.0,niet-dagelijkeboodschappen,recreatie,BIKE
